Accuracy,Macro_F1
0.5423728813559322,0.4400871507438566
0.536723163841808,0.4111307131747203
0.5568181818181818,0.434574138875003
0.4715909090909091,0.3852178762821601
0.5227272727272727,0.41957310622798916
